0011001001101111,0000000000000000
0001010111011101,0000000000000000
0010111111010101,0000000000000000
0011110010111111,0000000000000000
0000011111100111,0000000000000000
0011010010110100,0000000000000000
0000000111000101,0000000000000000
0010000101101000,0000000000000000
0010000110010101,0000000000000000
0010100101110011,0000000000000000
0001010010101111,0000000000000000
0000100010110001,0000000000000000
0000111001100111,0000000000000000
0001111101001001,0000000000000000
0011101010011110,0000000000000000
0001110010101011,0000000000000000
0011111010111001,0000000000000000
0000010001011001,0000000000000000
0001110010000010,0000000000000000
0010101001111000,0000000000000000
0010111000100001,0000000000000000
0010100011100101,0000000000000000
0010011101010110,0000000000000000
0000100100100101,0000000000000000
0010111011100011,0000000000000000
0001101101110000,0000000000000000
0001001101101101,0000000000000000
0001100111000100,0000000000000000
0011000011110000,0000000000000000
0010001001111101,0000000000000000
0000001000110110,0000000000000000
0011010010000010,0000000000000000
0000111001000110,0000000000000000
0001100011100010,0000000000000000
0010011101111001,0000000000000000
0010111001001011,0000000000000000
0001000100000100,0000000000000000
0010000111010100,0000000000000000
0000011111101000,0000000000000000
0000101010101111,0000000000000000
0010111101011100,0000000000000000
0001001111011100,0000000000000000
0010001100001000,0000000000000000
0000101001111000,0000000000000000
0000010110010001,0000000000000000
0011010001100010,0000000000000000
0011110101100000,0000000000000000
0001011011111001,0000000000000000
0001100100111010,0000000000000000
0001010010100010,0000000000000000
0001011000101000,0000000000000000
0000011100001110,0000000000000000
0000001101010111,0000000000000000
0001010000001100,0000000000000000
0011000100000001,0000000000000000
0010110101010010,0000000000000000
0000000100111101,0000000000000000
0001010010101011,0000000000000000
0000100010110110,0000000000000000
0010010011101011,0000000000000000
0000011001101110,0000000000000000
0000100101001110,0000000000000000
0010110000001111,0000000000000000
0000010001110011,0000000000000000
