0001101100101101,0000000000000000
1101000111000001,0110110011110011
1111000010001010,1110000101011100
0101110100010111,1101001111110000
0110100110000010,1100010110110000
1100010011101101,1011011100001101
0001000101110001,0110111011100011
0110100000111110,1110111110110100
0010101110010100,0101011010101110
0001010100101111,0010111101010000
1000010010111111,0000011101110010
1100011100111001,1101010111111110
1000001111110010,0101100101100100
0111111001001010,1101111110011100
1000011101101011,0100011011000000
1001010101100110,1010001100010110
1100100101011001,1111010101111100
1010011111001110,1000100100110100
1110111101000101,0100111111111000
1100011111101111,1011101111000011
1111111000110000,0100011101001111
0111011000001011,1001111100010100
1001010110000000,1001000011100010
0010100000010000,1100100100001010
1101110001101100,0000000111000100
0011010111001111,1000101100110010
0101100010101001,1100101101111111
0000100000010100,1110100001011100
0111001010111000,1010111111001110
1100001111011110,1010000010100010
0101101001111100,1100010001001001
1110011011011101,0011010100011001
0000111111101001,0000000000000000
1110011011011101,1100101011100111
0101101001111100,0011101110110111
1100001111011110,0101111101011110
0111001010111000,0101000000110010
0000100000010100,0001011110100100
0101100010101001,0011010010000001
0011010111001111,0111010011001110
1101110001101100,1111111000111100
0010100000010000,0011011011110110
1001010110000000,0110111100011110
0111011000001011,0110000011101100
1111111000110000,1011100010110001
1100011111101111,0100010000111101
1110111101000101,1011000000001000
1010011111001110,0111011011001100
1100100101011001,0000101010000100
1001010101100110,0101110011101010
1000011101101011,1011100101000000
0111111001001010,0010000001100100
1000001111110010,1010011010011100
1100011100111001,0010101000000010
1000010010111111,1111100010001110
0001010100101111,1101000010110000
0010101110010100,1010100101010010
0110100000111110,0001000001001100
0001000101110001,1001000100011101
1100010011101101,0100100011110011
0110100110000010,0011101001010000
0101110100010111,0010110000010000
1111000010001010,0001111010100100
1101000111000001,1001001100001101
